customer_id,name,phone,language_pref,time_zone
87,Customer_87,+919351711116,en,Asia/Kolkata
88,Customer_88,+917123104973,en,Asia/Kolkata
89,Customer_89,+918362679859,en,Asia/Kolkata
90,Customer_90,+917470982148,en,America/New_York
91,Customer_91,+919402793654,en,Asia/Kolkata
92,Customer_92,+918399769046,en,Asia/Kolkata
93,Customer_93,+918994937910,en,Asia/Kolkata
94,Customer_94,+916585329417,en,Asia/Kolkata
95,Customer_95,+917430867252,en,Asia/Kolkata
96,Customer_96,+919481678784,en,Asia/Kolkata
97,Customer_97,+916627679918,en,Asia/Kolkata
98,Customer_98,+919147879916,en,Asia/Kolkata
99,Customer_99,+916102478242,en,Asia/Kolkata
100,Customer_100,+918121138338,en,Asia/Kolkata
101,Customer_101,+917856812094,en,Asia/Kolkata
102,Customer_102,+919545827652,en,Asia/Kolkata
103,Customer_103,+917365098311,en,Asia/Kolkata
104,Customer_104,+917177940817,en,Asia/Kolkata
105,Customer_105,+918368108034,en,America/New_York
106,Customer_106,+916166404531,en,Asia/Kolkata
107,Customer_107,+919595157167,en,Asia/Kolkata
108,Customer_108,+917751251983,en,Asia/Kolkata
109,Customer_109,+916698363807,en,Asia/Kolkata
110,Customer_110,+916522826940,en,Asia/Kolkata
111,Customer_111,+919045978524,en,Asia/Kolkata
112,Customer_112,+918812073564,en,Asia/Kolkata
113,Customer_113,+918206005661,en,Asia/Kolkata
114,Customer_114,+916117662941,en,Asia/Kolkata
115,Customer_115,+917188132325,en,Asia/Kolkata
116,Customer_116,+918894189191,en,Asia/Kolkata
117,Customer_117,+917965326781,en,Asia/Kolkata
118,Customer_118,+918582600184,en,Asia/Kolkata
119,Customer_119,+917460398102,en,Asia/Kolkata
120,Customer_120,+918136928055,en,Asia/Kolkata
121,Customer_121,+919054662605,en,Asia/Kolkata
122,Customer_122,+916016500280,en,Asia/Kolkata
123,Customer_123,+916428182016,en,Asia/Kolkata
124,Customer_124,+918734675637,en,Asia/Kolkata
125,Customer_125,+917394550928,en,Asia/Kolkata
126,Customer_126,+919464684716,en,Asia/Kolkata
127,Customer_127,+916832842847,en,America/New_York
128,Customer_128,+917292853971,en,Asia/Kolkata
129,Customer_129,+916179163911,en,Asia/Kolkata
130,Customer_130,+919254538747,en,Asia/Kolkata
131,Customer_131,+919227397964,en,Asia/Kolkata
132,Customer_132,+918885550863,en,Asia/Kolkata
133,Customer_133,+919078861013,en,Asia/Kolkata
134,Customer_134,+916691580380,en,Asia/Kolkata
135,Customer_135,+919764176780,en,Asia/Kolkata
136,Customer_136,+918355243725,en,Asia/Kolkata
137,Customer_137,+918809401063,en,Asia/Kolkata
138,Customer_138,+919613310712,en,Asia/Kolkata
139,Customer_139,+917229690703,en,Asia/Kolkata
140,Customer_140,+918551678377,en,Asia/Kolkata
141,Customer_141,+919232155977,en,Asia/Kolkata
142,Customer_142,+916826258422,en,Asia/Kolkata
143,Customer_143,+919447753797,en,America/New_York
144,Customer_144,+917945312969,en,Asia/Kolkata
145,Customer_145,+917864494923,en,Asia/Kolkata
146,Customer_146,+917259070500,en,Asia/Kolkata
147,Customer_147,+918757964879,en,America/New_York
148,Customer_148,+919222765532,en,Asia/Kolkata
149,Customer_149,+916396527741,en,America/New_York
150,Customer_150,+916529595736,en,Asia/Kolkata
151,Customer_151,+917681099662,en,Asia/Kolkata
152,Customer_152,+919130665067,en,America/New_York
153,Customer_153,+916234992281,en,Asia/Kolkata
154,Customer_154,+919064467672,en,Asia/Kolkata
155,Customer_155,+917937961384,en,Asia/Kolkata
156,Customer_156,+917517361259,en,Asia/Kolkata
157,Customer_157,+916101983379,en,Asia/Kolkata
158,Customer_158,+919773245142,en,Asia/Kolkata
159,Customer_159,+917067262310,en,Asia/Kolkata
160,Customer_160,+919878015808,en,Asia/Kolkata
161,Customer_161,+917968234875,en,Asia/Kolkata
162,Customer_162,+918572807591,en,Asia/Kolkata
163,Customer_163,+919168671720,en,America/New_York
164,Customer_164,+917585731668,en,Asia/Kolkata
165,Customer_165,+919703459910,en,America/New_York
166,Customer_166,+918271882417,en,Asia/Kolkata
167,Customer_167,+918555516228,en,Asia/Kolkata
168,Customer_168,+916629166616,en,Asia/Kolkata
169,Customer_169,+916621559222,en,Asia/Kolkata
170,Customer_170,+917211967539,en,Asia/Kolkata
171,Customer_171,+918837442715,en,Asia/Kolkata
172,Customer_172,+917151789375,en,Asia/Kolkata
173,Customer_173,+918169328226,en,Asia/Kolkata
174,Customer_174,+918060192774,en,Asia/Kolkata
175,Customer_175,+917755411633,en,Asia/Kolkata
176,Customer_176,+916248057929,en,America/New_York
177,Customer_177,+916035029306,en,Asia/Kolkata
178,Customer_178,+919021923728,en,Asia/Kolkata
179,Customer_179,+916979653178,en,Asia/Kolkata
180,Customer_180,+917402610144,en,Asia/Kolkata
181,Customer_181,+917813514209,en,Asia/Kolkata
182,Customer_182,+918993847749,en,America/New_York
183,Customer_183,+918600934371,en,Asia/Kolkata
184,Customer_184,+917666766663,en,Asia/Kolkata
185,Customer_185,+919567944350,en,Asia/Kolkata
186,Customer_186,+917713718387,en,Asia/Kolkata
187,Customer_187,+919688069080,en,America/New_York
188,Customer_188,+919380474966,en,America/New_York
189,Customer_189,+919697640711,en,America/New_York
190,Customer_190,+917895101819,en,Asia/Kolkata
191,Customer_191,+919114348111,en,Asia/Kolkata
192,Customer_192,+917225069607,en,Asia/Kolkata
193,Customer_193,+918554387403,en,Asia/Kolkata
194,Customer_194,+917598911438,en,Asia/Kolkata
195,Customer_195,+918751211767,en,Asia/Kolkata
196,Customer_196,+916814148855,en,Asia/Kolkata
197,Customer_197,+917439453466,en,America/New_York
198,Customer_198,+917153503595,en,Asia/Kolkata
199,Customer_199,+919205788332,en,Asia/Kolkata
200,Customer_200,+916158691183,en,Asia/Kolkata
201,Customer_201,+917520101704,en,Asia/Kolkata
202,Customer_202,+919780148742,en,Asia/Kolkata
203,Customer_203,+917344798412,en,Asia/Kolkata
204,Customer_204,+917024443704,en,Asia/Kolkata
205,Customer_205,+917713582305,en,America/New_York
206,Customer_206,+919480496992,en,Asia/Kolkata
207,Customer_207,+917183790294,en,Asia/Kolkata
208,Customer_208,+918658493581,en,Asia/Kolkata
209,Customer_209,+918658426453,en,America/New_York
210,Customer_210,+917451515546,en,Asia/Kolkata
211,Customer_211,+918538561627,en,Asia/Kolkata
212,Customer_212,+917982594887,en,Asia/Kolkata
213,Customer_213,+918968375254,en,Asia/Kolkata
214,Customer_214,+917698332705,en,Asia/Kolkata
215,Customer_215,+917954294944,en,Asia/Kolkata
216,Customer_216,+918396297297,en,Asia/Kolkata
217,Customer_217,+916276802963,en,Asia/Kolkata
218,Customer_218,+919429316085,en,Asia/Kolkata
219,Customer_219,+918335228941,en,Asia/Kolkata
220,Customer_220,+918000159552,en,Asia/Kolkata
221,Customer_221,+919361787777,en,America/New_York
222,Customer_222,+917666923361,en,Asia/Kolkata
223,Customer_223,+916563204250,en,America/New_York
224,Customer_224,+919574896076,en,Asia/Kolkata
225,Customer_225,+916719687557,en,Asia/Kolkata
226,Customer_226,+917957775377,en,Asia/Kolkata
227,Customer_227,+919102563851,en,Asia/Kolkata
228,Customer_228,+917085027077,en,Asia/Kolkata
229,Customer_229,+919536347350,en,Asia/Kolkata
230,Customer_230,+918979773282,en,Asia/Kolkata
231,Customer_231,+918293732563,en,America/New_York
232,Customer_232,+919880158875,en,Asia/Kolkata
233,Customer_233,+919106733245,en,Asia/Kolkata
234,Customer_234,+919652199662,en,Asia/Kolkata
235,Customer_235,+918546151589,en,Asia/Kolkata
236,Customer_236,+918666582640,en,Asia/Kolkata
237,Customer_237,+918700678199,en,Asia/Kolkata
238,Customer_238,+918223118265,en,America/New_York
239,Customer_239,+916365183573,en,Asia/Kolkata
240,Customer_240,+918170183520,en,Asia/Kolkata
241,Customer_241,+918494808358,en,Asia/Kolkata
242,Customer_242,+918987236360,en,Asia/Kolkata
243,Customer_243,+917122922665,en,Asia/Kolkata
244,Customer_244,+918690068643,en,Asia/Kolkata
245,Customer_245,+919411081906,en,America/New_York
246,Customer_246,+919678942630,en,Asia/Kolkata
247,Customer_247,+918432020918,en,Asia/Kolkata
248,Customer_248,+918666163184,en,Asia/Kolkata
249,Customer_249,+919290908845,en,Asia/Kolkata
250,Customer_250,+919823221480,en,America/New_York
251,Customer_251,+916446073495,en,Asia/Kolkata
252,Customer_252,+919067262787,en,Asia/Kolkata
253,Customer_253,+919682222822,en,Asia/Kolkata
254,Customer_254,+919873549562,en,America/New_York
255,Customer_255,+918542025324,en,Asia/Kolkata
256,Customer_256,+916523739005,en,America/New_York
257,Customer_257,+919124880437,en,Asia/Kolkata
258,Customer_258,+917461939349,en,Asia/Kolkata
259,Customer_259,+918321766914,en,Asia/Kolkata
260,Customer_260,+917109761409,en,Asia/Kolkata
261,Customer_261,+917749539083,en,America/New_York
262,Customer_262,+919761408208,en,America/New_York
263,Customer_263,+919937992778,en,Asia/Kolkata
264,Customer_264,+918999975102,en,Asia/Kolkata
265,Customer_265,+919428947746,en,Asia/Kolkata
266,Customer_266,+916926736462,en,Asia/Kolkata
267,Customer_267,+916420815790,en,America/New_York
268,Customer_268,+916582765576,en,America/New_York
269,Customer_269,+918525539148,en,Asia/Kolkata
270,Customer_270,+918380249699,en,Asia/Kolkata
271,Customer_271,+916113845337,en,Asia/Kolkata
272,Customer_272,+917271732683,en,Asia/Kolkata
273,Customer_273,+919890193400,en,Asia/Kolkata
274,Customer_274,+918359852522,en,America/New_York
275,Customer_275,+919458831460,en,America/New_York
276,Customer_276,+916147175981,en,America/New_York
277,Customer_277,+917818685253,en,America/New_York
278,Customer_278,+919181197147,en,Asia/Kolkata
279,Customer_279,+919885381921,en,Asia/Kolkata
280,Customer_280,+918037025293,en,Asia/Kolkata
281,Customer_281,+918916060338,en,Asia/Kolkata
282,Customer_282,+916330023264,en,Asia/Kolkata
283,Customer_283,+919738779931,en,Asia/Kolkata
284,Customer_284,+919634939359,en,America/New_York
285,Customer_285,+917846332437,en,America/New_York
286,Customer_286,+917928581244,en,Asia/Kolkata
287,Customer_287,+916143278516,en,Asia/Kolkata
288,Customer_288,+918256239738,en,Asia/Kolkata
289,Customer_289,+916976705035,en,Asia/Kolkata
290,Customer_290,+917976778905,en,America/New_York
291,Customer_291,+917861191926,en,America/New_York
292,Customer_292,+918729681110,en,Asia/Kolkata
293,Customer_293,+916102708859,en,Asia/Kolkata
294,Customer_294,+917534068541,en,Asia/Kolkata
295,Customer_295,+917680114079,en,Asia/Kolkata
296,Customer_296,+917672255744,en,Asia/Kolkata
297,Customer_297,+916104943972,en,Asia/Kolkata
298,Customer_298,+919103643814,en,Asia/Kolkata
299,Customer_299,+918664633167,en,America/New_York
300,Customer_300,+916232415084,en,Asia/Kolkata

policy_id,customer_id,premium_amount,due_date,status,promise_date
1,159,3275.88,2025-11-15,active,
2,280,1650.51,2025-09-28,overdue,
3,76,4065.85,2025-07-07,overdue,
4,198,1616.3,2025-08-03,active,
5,65,3746.97,2025-07-24,active,
6,226,3216.33,2025-07-06,active,
7,284,4354.46,2025-08-16,overdue,
8,28,2191.96,2025-07-06,active,
9,151,4124.17,2025-10-21,active,
10,90,3669.94,2025-12-05,active,
11,199,1562.64,2025-07-22,overdue,
12,71,3507.68,2025-09-21,active,
13,88,3539.31,2025-07-23,active,
14,181,3977.8,2025-11-08,overdue,
15,59,3013.49,2025-09-13,overdue,
16,238,2750.62,2025-10-27,overdue,
17,56,2252.3,2025-08-01,overdue,
18,145,1525.42,2025-11-11,overdue,
19,153,3104.82,2025-12-10,overdue,
20,152,2336.76,2025-09-08,overdue,
21,53,3315.62,2025-09-11,overdue,
22,9,3137.81,2025-11-30,active,
23,213,3248.7,2025-08-27,overdue,
24,185,3013.47,2025-08-27,overdue,
25,256,1678.67,2025-07-21,overdue,
26,50,3669.56,2025-12-02,active,
27,194,2104.61,2025-09-25,overdue,
28,206,1696.67,2025-08-02,overdue,
29,10,4096.31,2025-10-14,overdue,
30,42,3663.1,2025-10-28,overdue,
31,78,3871.61,2025-11-08,overdue,
32,184,3543.3,2025-08-13,promise_pending,
33,198,2316.73,2025-11-16,active,
34,74,1922.34,2025-12-20,active,
35,145,2883.47,2025-11-22,active,
36,108,3006.73,2025-07-10,promise_pending,
37,93,3842.47,2025-07-07,overdue,
38,248,1870.76,2025-11-03,overdue,
39,134,1912.32,2025-07-07,overdue,
40,91,1896.64,2025-10-04,overdue,
41,28,4283.27,2025-08-25,overdue,
42,163,4013.16,2025-12-04,overdue,
43,211,2525.52,2025-11-17,overdue,
44,76,3051.42,2025-12-02,overdue,
45,49,2044.75,2025-11-26,active,
46,142,2513.48,2025-08-12,overdue,
47,277,1572.97,2025-09-18,active,
48,23,3495.98,2025-10-11,overdue,
49,160,3395.74,2025-10-26,overdue,
50,5,3886.85,2025-09-10,active,
51,253,4179.39,2025-10-12,overdue,
52,131,1519.68,2025-07-09,overdue,
53,261,3245.47,2025-11-21,active,
54,5,4303.0,2025-12-29,overdue,
55,127,2686.33,2025-09-23,active,
56,155,3578.8,2025-09-29,promise_pending,
57,52,2043.41,2025-09-15,active,
58,223,1623.13,2025-07-15,overdue,
59,146,4460.92,2025-09-09,promise_pending,
60,205,1712.27,2025-08-31,overdue,
61,105,3155.75,2025-12-24,active,
62,254,2871.7,2025-10-16,overdue,
63,184,4242.75,2025-12-27,overdue,
64,73,3109.4,2025-11-24,active,
65,244,2887.18,2025-10-12,overdue,
66,108,4245.71,2025-09-05,overdue,
67,248,3031.81,2025-12-03,overdue,
68,159,1689.69,2025-10-24,active,
69,275,1886.74,2025-08-12,active,
70,21,1956.74,2025-09-15,overdue,
71,174,3368.22,2025-08-14,active,
72,101,4485.91,2025-12-15,overdue,
73,130,3077.16,2025-07-31,promise_pending,
74,71,1814.12,2025-09-22,overdue,
75,92,2361.37,2025-07-10,active,
76,258,3728.81,2025-09-03,overdue,
77,31,2252.2,2025-07-10,active,
78,113,3250.27,2025-08-03,active,
79,244,3346.25,2025-09-27,overdue,
80,90,3504.02,2025-08-09,overdue,
81,3,2675.88,2025-10-08,overdue,
82,131,3283.77,2025-09-30,overdue,
83,120,2099.78,2025-12-25,active,
84,255,1777.05,2025-09-28,overdue,
85,20,3307.75,2025-10-25,overdue,
86,22,3422.39,2025-08-19,overdue,
87,193,1737.74,2025-08-15,overdue,
88,122,2024.67,2025-08-13,active,
89,181,3527.71,2025-08-03,active,
90,234,2930.45,2025-11-11,active,
91,97,1526.67,2025-11-26,overdue,
92,183,2235.08,2025-11-02,overdue,
93,136,4322.22,2025-09-09,active,
94,62,2479.78,2025-08-24,overdue,
95,73,4407.84,2025-08-27,overdue,
96,34,4365.82,2025-09-01,overdue,
97,225,1712.42,2025-08-06,active,
98,233,3203.14,2025-08-29,overdue,
99,88,3730.43,2025-12-02,overdue,
100,9,2629.98,2025-12-08,overdue,
101,194,1740.76,2025-12-06,overdue,
102,83,3376.18,2025-11-05,overdue,
103,117,2590.75,2025-11-30,overdue,
104,78,2379.36,2025-12-20,overdue,
105,182,3701.13,2025-07-13,overdue,
106,227,2140.03,2025-08-10,active,
107,161,2893.78,2025-11-23,overdue,
108,180,3247.02,2025-10-11,active,
109,33,4108.22,2025-12-13,overdue,
110,251,4404.25,2025-10-02,overdue,
111,251,3987.64,2025-12-24,overdue,
112,233,4164.43,2025-07-18,overdue,
113,160,3045.88,2025-08-14,overdue,
114,295,3120.93,2025-08-03,overdue,
115,103,3418.15,2025-09-01,overdue,
116,213,1934.72,2025-10-03,overdue,
117,170,3593.08,2025-10-14,active,
118,186,2239.93,2025-09-06,overdue,
119,63,1959.85,2025-11-24,active,
120,296,2952.89,2025-08-05,overdue,
121,268,3892.7,2025-08-28,overdue,
122,237,1862.18,2025-10-15,overdue,
123,252,2526.45,2025-10-18,overdue,
124,178,3581.93,2025-08-03,active,
125,224,3871.26,2025-08-19,overdue,
126,12,4317.35,2025-10-13,active,
127,59,2082.74,2025-10-30,overdue,
128,94,3866.67,2025-11-29,overdue,
129,15,2593.4,2025-08-20,overdue,
130,87,3408.93,2025-11-27,overdue,
131,216,3933.38,2025-09-26,overdue,
132,66,2975.38,2025-07-28,active,
133,281,3887.75,2025-09-30,overdue,
134,190,4230.49,2025-07-23,active,
135,20,4202.5,2025-08-25,overdue,
136,30,3502.75,2025-12-27,overdue,
137,100,3315.21,2025-07-11,promise_pending,
138,147,2398.79,2025-07-26,overdue,
139,123,2070.56,2025-09-25,overdue,
140,52,2433.65,2025-08-30,overdue,
141,220,3982.21,2025-08-18,active,
142,223,3457.11,2025-10-13,overdue,
143,224,2041.18,2025-09-30,overdue,
144,273,4240.55,2025-09-22,promise_pending,
145,100,3599.58,2025-08-10,overdue,
146,218,3823.52,2025-11-27,overdue,
147,250,4018.37,2025-09-22,overdue,
148,71,2457.12,2025-09-14,overdue,
149,24,4011.71,2025-09-25,overdue,
150,177,3064.17,2025-10-16,overdue,
151,222,1732.69,2025-09-16,overdue,
152,290,3808.99,2025-08-28,overdue,
153,284,2719.13,2025-09-03,overdue,
154,294,2889.41,2025-10-11,overdue,
155,18,1910.3,2025-11-14,promise_pending,
156,70,3454.5,2025-11-22,overdue,
157,277,2191.08,2025-11-04,overdue,
158,148,4408.02,2025-07-27,overdue,
159,255,2799.55,2025-08-07,active,
160,120,3138.89,2025-10-12,active,
161,92,3191.16,2025-12-15,active,
162,75,2734.34,2025-10-13,active,
163,280,1526.78,2025-07-31,overdue,
164,25,3839.11,2025-09-22,overdue,
165,94,3377.83,2025-09-07,overdue,
166,269,3558.92,2025-07-09,overdue,
167,216,1688.71,2025-07-14,overdue,
168,275,1634.99,2025-11-10,active,
169,176,3069.03,2025-10-22,overdue,
170,76,4438.74,2025-08-26,promise_pending,
171,25,3912.3,2025-10-24,active,
172,279,2542.08,2025-07-08,active,
173,132,4330.39,2025-08-06,overdue,
174,182,3893.02,2025-09-21,overdue,
175,31,2652.6,2025-12-21,overdue,
176,15,4186.63,2025-10-21,overdue,
177,25,3311.69,2025-10-09,overdue,
178,210,2395.94,2025-10-10,overdue,
179,294,2462.33,2025-11-10,overdue,
180,188,1590.13,2025-07-03,overdue,
181,222,3851.03,2025-12-04,overdue,
182,99,2711.83,2025-12-23,overdue,
183,231,3137.21,2025-07-17,overdue,
184,177,2092.67,2025-12-11,promise_pending,
185,116,1597.11,2025-09-15,overdue,
186,170,2286.22,2025-11-08,overdue,
187,125,3952.37,2025-07-11,active,
188,251,1552.85,2025-09-17,active,
189,59,4117.82,2025-11-24,active,
190,218,2706.59,2025-08-25,overdue,
191,127,2509.49,2025-12-25,active,
192,105,2760.95,2025-10-10,active,
193,300,2039.87,2025-09-15,overdue,
194,151,2315.25,2025-09-17,active,
195,199,3317.39,2025-09-17,active,
196,175,2529.96,2025-12-20,overdue,
197,237,2147.98,2025-11-11,active,
198,195,2651.06,2025-08-26,overdue,
199,25,3913.67,2025-11-20,active,
200,50,3417.27,2025-10-31,active,
201,76,3149.81,2025-10-10,overdue,
202,160,1797.31,2025-10-26,overdue,
203,23,2451.58,2025-11-13,promise_pending,
204,172,3549.32,2025-11-07,overdue,
205,245,1972.52,2025-08-08,active,
206,157,2774.83,2025-07-20,overdue,
207,101,3586.72,2025-12-16,overdue,
208,32,1707.61,2025-10-05,overdue,
209,143,3114.61,2025-09-11,overdue,
210,254,2328.2,2025-11-30,active,
211,278,2502.06,2025-12-09,active,
212,98,3486.11,2025-12-05,overdue,
213,143,2331.72,2025-12-03,active,
214,235,3150.18,2025-12-04,overdue,
215,142,3328.21,2025-11-05,active,
216,44,2396.74,2025-07-21,active,
217,93,2164.46,2025-07-14,overdue,
218,63,2980.92,2025-11-24,active,
219,225,2381.59,2025-08-22,promise_pending,
220,17,3915.34,2025-08-01,overdue,
221,29,3865.28,2025-10-24,active,
222,170,2450.0,2025-07-11,active,
223,161,1518.47,2025-11-22,overdue,
224,98,2724.13,2025-10-24,promise_pending,
225,287,4117.68,2025-11-07,overdue,
226,68,4110.32,2025-08-09,overdue,
227,256,2909.0,2025-07-24,overdue,
228,37,3222.27,2025-10-17,overdue,
229,9,1505.92,2025-07-10,promise_pending,
230,197,2254.1,2025-10-18,overdue,
231,109,2341.97,2025-12-08,overdue,
232,51,3347.21,2025-11-18,overdue,
233,24,2108.4,2025-09-09,overdue,
234,101,3711.69,2025-08-15,overdue,
235,298,1530.1,2025-11-09,overdue,
236,287,3473.09,2025-12-19,active,
237,259,4023.73,2025-12-22,promise_pending,
238,135,2563.45,2025-11-19,overdue,
239,148,2888.54,2025-07-17,active,
240,286,2263.17,2025-11-04,overdue,
241,132,4204.97,2025-08-30,overdue,
242,131,2479.25,2025-11-27,active,
243,159,2031.48,2025-11-09,overdue,
244,269,4045.01,2025-07-16,overdue,
245,162,3134.37,2025-12-17,overdue,
246,149,1881.29,2025-09-22,overdue,
247,189,1924.43,2025-08-25,overdue,
248,287,3461.22,2025-12-20,active,
249,47,2432.62,2025-07-04,active,
250,162,1535.06,2025-12-22,active,
251,74,1771.15,2025-09-12,active,
252,234,1772.0,2025-07-15,promise_pending,
253,8,3105.73,2025-11-30,overdue,
254,255,3769.29,2025-10-07,active,
255,25,4198.28,2025-10-16,active,
256,84,1551.35,2025-07-11,overdue,
257,137,2338.63,2025-10-11,active,
258,97,3737.66,2025-10-30,overdue,
259,128,2626.66,2025-08-29,overdue,
260,108,4129.23,2025-07-16,overdue,
261,140,4001.71,2025-10-20,active,
262,202,2051.09,2025-12-07,overdue,
263,24,2747.88,2025-10-28,overdue,
264,87,1520.29,2025-12-30,overdue,
265,89,3973.69,2025-08-08,overdue,
266,53,2913.32,2025-10-25,overdue,
267,149,1545.98,2025-12-20,overdue,
268,296,3596.97,2025-11-15,overdue,
269,93,1616.48,2025-09-28,overdue,
270,106,1770.37,2025-12-20,overdue,
271,156,3201.1,2025-10-06,overdue,
272,58,4074.99,2025-10-12,overdue,
273,203,3401.92,2025-07-03,overdue,
274,295,1695.29,2025-11-12,overdue,
275,253,1850.09,2025-10-20,overdue,
276,228,2075.43,2025-07-10,active,
277,109,4444.81,2025-07-21,overdue,
278,272,3437.9,2025-09-17,overdue,
279,85,4102.38,2025-08-04,overdue,
280,27,3301.72,2025-11-13,overdue,
281,241,4005.65,2025-08-09,overdue,
282,214,2907.78,2025-07-26,overdue,
283,250,3149.84,2025-08-09,overdue,
284,183,1834.45,2025-10-24,overdue,
285,243,1642.89,2025-12-26,overdue,
286,266,3689.34,2025-08-19,overdue,
287,8,2450.3,2025-07-04,overdue,
288,220,3606.51,2025-11-13,overdue,
289,187,1787.39,2025-08-29,overdue,
290,33,2739.21,2025-08-25,overdue,
291,251,3062.92,2025-07-06,overdue,
292,280,3088.6,2025-07-26,overdue,
293,73,2574.6,2025-07-10,overdue,
294,227,3775.64,2025-07-05,active,
295,106,3534.23,2025-10-13,active,
296,221,2482.33,2025-10-29,active,
297,210,3917.49,2025-12-06,overdue,
298,95,3821.69,2025-09-29,overdue,
299,45,2005.11,2025-07-14,active,
300,61,2127.14,2025-07-06,overdue,
