customer_id,name,phone,language_pref,time_zone
87,Customer_87,+919351711116,en,Asia/Kolkata
88,Customer_88,+917123104973,en,Asia/Kolkata
89,Customer_89,+918362679859,en,Asia/Kolkata
90,Customer_90,+917470982148,en,America/New_York
91,Customer_91,+919402793654,en,Asia/Kolkata
92,Customer_92,+918399769046,en,Asia/Kolkata
93,Customer_93,+918994937910,en,Asia/Kolkata
94,Customer_94,+916585329417,en,Asia/Kolkata
95,Customer_95,+917430867252,en,Asia/Kolkata
96,Customer_96,+919481678784,en,Asia/Kolkata
97,Customer_97,+916627679918,en,Asia/Kolkata
98,Customer_98,+919147879916,en,Asia/Kolkata
99,Customer_99,+916102478242,en,Asia/Kolkata
100,Customer_100,+918121138338,en,Asia/Kolkata
101,Customer_101,+917856812094,en,Asia/Kolkata
102,Customer_102,+919545827652,en,Asia/Kolkata
103,Customer_103,+917365098311,en,Asia/Kolkata
104,Customer_104,+917177940817,en,Asia/Kolkata
105,Customer_105,+918368108034,en,America/New_York
106,Customer_106,+916166404531,en,Asia/Kolkata
107,Customer_107,+919595157167,en,Asia/Kolkata
108,Customer_108,+917751251983,en,Asia/Kolkata
109,Customer_109,+916698363807,en,Asia/Kolkata
110,Customer_110,+916522826940,en,Asia/Kolkata
111,Customer_111,+919045978524,en,Asia/Kolkata
112,Customer_112,+918812073564,en,Asia/Kolkata
113,Customer_113,+918206005661,en,Asia/Kolkata
114,Customer_114,+916117662941,en,Asia/Kolkata
115,Customer_115,+917188132325,en,Asia/Kolkata
116,Customer_116,+918894189191,en,Asia/Kolkata
117,Customer_117,+917965326781,en,Asia/Kolkata
118,Customer_118,+918582600184,en,Asia/Kolkata
119,Customer_119,+917460398102,en,Asia/Kolkata
120,Customer_120,+918136928055,en,Asia/Kolkata
121,Customer_121,+919054662605,en,Asia/Kolkata
122,Customer_122,+916016500280,en,Asia/Kolkata
123,Customer_123,+916428182016,en,Asia/Kolkata
124,Customer_124,+918734675637,en,Asia/Kolkata
125,Customer_125,+917394550928,en,Asia/Kolkata
126,Customer_126,+919464684716,en,Asia/Kolkata
127,Customer_127,+916832842847,en,America/New_York
128,Customer_128,+917292853971,en,Asia/Kolkata
129,Customer_129,+916179163911,en,Asia/Kolkata
130,Customer_130,+919254538747,en,Asia/Kolkata
131,Customer_131,+919227397964,en,Asia/Kolkata
132,Customer_132,+918885550863,en,Asia/Kolkata
133,Customer_133,+919078861013,en,Asia/Kolkata
134,Customer_134,+916691580380,en,Asia/Kolkata
135,Customer_135,+919764176780,en,Asia/Kolkata
136,Customer_136,+918355243725,en,Asia/Kolkata
137,Customer_137,+918809401063,en,Asia/Kolkata
138,Customer_138,+919613310712,en,Asia/Kolkata
139,Customer_139,+917229690703,en,Asia/Kolkata
140,Customer_140,+918551678377,en,Asia/Kolkata
141,Customer_141,+919232155977,en,Asia/Kolkata
142,Customer_142,+916826258422,en,Asia/Kolkata
143,Customer_143,+919447753797,en,America/New_York
144,Customer_144,+917945312969,en,Asia/Kolkata
145,Customer_145,+917864494923,en,Asia/Kolkata
146,Customer_146,+917259070500,en,Asia/Kolkata
147,Customer_147,+918757964879,en,America/New_York
148,Customer_148,+919222765532,en,Asia/Kolkata
149,Customer_149,+916396527741,en,America/New_York
150,Customer_150,+916529595736,en,Asia/Kolkata
151,Customer_151,+917681099662,en,Asia/Kolkata
152,Customer_152,+919130665067,en,America/New_York
153,Customer_153,+916234992281,en,Asia/Kolkata
154,Customer_154,+919064467672,en,Asia/Kolkata
155,Customer_155,+917937961384,en,Asia/Kolkata
156,Customer_156,+917517361259,en,Asia/Kolkata
157,Customer_157,+916101983379,en,Asia/Kolkata
158,Customer_158,+919773245142,en,Asia/Kolkata
159,Customer_159,+917067262310,en,Asia/Kolkata
160,Customer_160,+919878015808,en,Asia/Kolkata
161,Customer_161,+917968234875,en,Asia/Kolkata
162,Customer_162,+918572807591,en,Asia/Kolkata
163,Customer_163,+919168671720,en,America/New_York
164,Customer_164,+917585731668,en,Asia/Kolkata
165,Customer_165,+919703459910,en,America/New_York
166,Customer_166,+918271882417,en,Asia/Kolkata
167,Customer_167,+918555516228,en,Asia/Kolkata
168,Customer_168,+916629166616,en,Asia/Kolkata
169,Customer_169,+916621559222,en,Asia/Kolkata
170,Customer_170,+917211967539,en,Asia/Kolkata
171,Customer_171,+918837442715,en,Asia/Kolkata
172,Customer_172,+917151789375,en,Asia/Kolkata
173,Customer_173,+918169328226,en,Asia/Kolkata
174,Customer_174,+918060192774,en,Asia/Kolkata
175,Customer_175,+917755411633,en,Asia/Kolkata
176,Customer_176,+916248057929,en,America/New_York
177,Customer_177,+916035029306,en,Asia/Kolkata
178,Customer_178,+919021923728,en,Asia/Kolkata
179,Customer_179,+916979653178,en,Asia/Kolkata
180,Customer_180,+917402610144,en,Asia/Kolkata
181,Customer_181,+917813514209,en,Asia/Kolkata
182,Customer_182,+918993847749,en,America/New_York
183,Customer_183,+918600934371,en,Asia/Kolkata
184,Customer_184,+917666766663,en,Asia/Kolkata
185,Customer_185,+919567944350,en,Asia/Kolkata
186,Customer_186,+917713718387,en,Asia/Kolkata
187,Customer_187,+919688069080,en,America/New_York
188,Customer_188,+919380474966,en,America/New_York
189,Customer_189,+919697640711,en,America/New_York
190,Customer_190,+917895101819,en,Asia/Kolkata
191,Customer_191,+919114348111,en,Asia/Kolkata
192,Customer_192,+917225069607,en,Asia/Kolkata
193,Customer_193,+918554387403,en,Asia/Kolkata
194,Customer_194,+917598911438,en,Asia/Kolkata
195,Customer_195,+918751211767,en,Asia/Kolkata
196,Customer_196,+916814148855,en,Asia/Kolkata
197,Customer_197,+917439453466,en,America/New_York
198,Customer_198,+917153503595,en,Asia/Kolkata
199,Customer_199,+919205788332,en,Asia/Kolkata
200,Customer_200,+916158691183,en,Asia/Kolkata
201,Customer_201,+917520101704,en,Asia/Kolkata
202,Customer_202,+919780148742,en,Asia/Kolkata
203,Customer_203,+917344798412,en,Asia/Kolkata
204,Customer_204,+917024443704,en,Asia/Kolkata
205,Customer_205,+917713582305,en,America/New_York
206,Customer_206,+919480496992,en,Asia/Kolkata
207,Customer_207,+917183790294,en,Asia/Kolkata
208,Customer_208,+918658493581,en,Asia/Kolkata
209,Customer_209,+918658426453,en,America/New_York
210,Customer_210,+917451515546,en,Asia/Kolkata
211,Customer_211,+918538561627,en,Asia/Kolkata
212,Customer_212,+917982594887,en,Asia/Kolkata
213,Customer_213,+918968375254,en,Asia/Kolkata
214,Customer_214,+917698332705,en,Asia/Kolkata
215,Customer_215,+917954294944,en,Asia/Kolkata
216,Customer_216,+918396297297,en,Asia/Kolkata
217,Customer_217,+916276802963,en,Asia/Kolkata
218,Customer_218,+919429316085,en,Asia/Kolkata
219,Customer_219,+918335228941,en,Asia/Kolkata
220,Customer_220,+918000159552,en,Asia/Kolkata
221,Customer_221,+919361787777,en,America/New_York
222,Customer_222,+917666923361,en,Asia/Kolkata
223,Customer_223,+916563204250,en,America/New_York
224,Customer_224,+919574896076,en,Asia/Kolkata
225,Customer_225,+916719687557,en,Asia/Kolkata
226,Customer_226,+917957775377,en,Asia/Kolkata
227,Customer_227,+919102563851,en,Asia/Kolkata
228,Customer_228,+917085027077,en,Asia/Kolkata
229,Customer_229,+919536347350,en,Asia/Kolkata
230,Customer_230,+918979773282,en,Asia/Kolkata
231,Customer_231,+918293732563,en,America/New_York
232,Customer_232,+919880158875,en,Asia/Kolkata
233,Customer_233,+919106733245,en,Asia/Kolkata
234,Customer_234,+919652199662,en,Asia/Kolkata
235,Customer_235,+918546151589,en,Asia/Kolkata
236,Customer_236,+918666582640,en,Asia/Kolkata
237,Customer_237,+918700678199,en,Asia/Kolkata
238,Customer_238,+918223118265,en,America/New_York
239,Customer_239,+916365183573,en,Asia/Kolkata
240,Customer_240,+918170183520,en,Asia/Kolkata
241,Customer_241,+918494808358,en,Asia/Kolkata
242,Customer_242,+918987236360,en,Asia/Kolkata
243,Customer_243,+917122922665,en,Asia/Kolkata
244,Customer_244,+918690068643,en,Asia/Kolkata
245,Customer_245,+919411081906,en,America/New_York
246,Customer_246,+919678942630,en,Asia/Kolkata
247,Customer_247,+918432020918,en,Asia/Kolkata
248,Customer_248,+918666163184,en,Asia/Kolkata
249,Customer_249,+919290908845,en,Asia/Kolkata
250,Customer_250,+919823221480,en,America/New_York
251,Customer_251,+916446073495,en,Asia/Kolkata
252,Customer_252,+919067262787,en,Asia/Kolkata
253,Customer_253,+919682222822,en,Asia/Kolkata
254,Customer_254,+919873549562,en,America/New_York
255,Customer_255,+918542025324,en,Asia/Kolkata
256,Customer_256,+916523739005,en,America/New_York
257,Customer_257,+919124880437,en,Asia/Kolkata
258,Customer_258,+917461939349,en,Asia/Kolkata
259,Customer_259,+918321766914,en,Asia/Kolkata
260,Customer_260,+917109761409,en,Asia/Kolkata
261,Customer_261,+917749539083,en,America/New_York
262,Customer_262,+919761408208,en,America/New_York
263,Customer_263,+919937992778,en,Asia/Kolkata
264,Customer_264,+918999975102,en,Asia/Kolkata
265,Customer_265,+919428947746,en,Asia/Kolkata
266,Customer_266,+916926736462,en,Asia/Kolkata
267,Customer_267,+916420815790,en,America/New_York
268,Customer_268,+916582765576,en,America/New_York
269,Customer_269,+918525539148,en,Asia/Kolkata
270,Customer_270,+918380249699,en,Asia/Kolkata
271,Customer_271,+916113845337,en,Asia/Kolkata
272,Customer_272,+917271732683,en,Asia/Kolkata
273,Customer_273,+919890193400,en,Asia/Kolkata
274,Customer_274,+918359852522,en,America/New_York
275,Customer_275,+919458831460,en,America/New_York
276,Customer_276,+916147175981,en,America/New_York
277,Customer_277,+917818685253,en,America/New_York
278,Customer_278,+919181197147,en,Asia/Kolkata
279,Customer_279,+919885381921,en,Asia/Kolkata
280,Customer_280,+918037025293,en,Asia/Kolkata
281,Customer_281,+918916060338,en,Asia/Kolkata
282,Customer_282,+916330023264,en,Asia/Kolkata
283,Customer_283,+919738779931,en,Asia/Kolkata
284,Customer_284,+919634939359,en,America/New_York
285,Customer_285,+917846332437,en,America/New_York
286,Customer_286,+917928581244,en,Asia/Kolkata
287,Customer_287,+916143278516,en,Asia/Kolkata
288,Customer_288,+918256239738,en,Asia/Kolkata
289,Customer_289,+916976705035,en,Asia/Kolkata
290,Customer_290,+917976778905,en,America/New_York
291,Customer_291,+917861191926,en,America/New_York
292,Customer_292,+918729681110,en,Asia/Kolkata
293,Customer_293,+916102708859,en,Asia/Kolkata
294,Customer_294,+917534068541,en,Asia/Kolkata
295,Customer_295,+917680114079,en,Asia/Kolkata
296,Customer_296,+917672255744,en,Asia/Kolkata
297,Customer_297,+916104943972,en,Asia/Kolkata
298,Customer_298,+919103643814,en,Asia/Kolkata
299,Customer_299,+918664633167,en,America/New_York
300,Customer_300,+916232415084,en,Asia/Kolkata
